TrainNo,TrainName,TrainNumber,trainName,
,,'18238',CHHATISGARH EXP,
,,'18239',GAD NGP EXP    ,
,,'18240',NGP BILASPUR EX,
,,'18241',DURG ABKP EX PA,
,,'18242',ABKP DURG PAS E,
,,'18301',SBP RGDA EXPRES,
,,'18302',RGDA SBP EXPRES,
,,'18303',SBP PURI INT EX,
,,'18304',PURI SBP INT EX,
,,'18309',NAGAVALI EXPRES,
,,'18310',NAGAWALI  EXP  ,
,,'18311',SBP BSB EXPRESS,
,,'18312',BSB SBP EXPRESS,
,,'18401',PURI OKHA EXP  ,
,,'18402',OKHA PURI EXP  ,
,,'18403',CKP BBN INT EXP,
,,'18404',BBN CKP INT EXP,
,,'18405',PURI  ADI EXP  ,
,,'18406',ADI PURI EXP   ,
,,'18407',PURI SNSI EXP  ,
,,'18408',SNSI PURI EXP  ,
,,'18409',SRIJAGANNATHEXP,
,,'18410',SRIJAGANNATH EX,
,,'18411',INTER CITY EXP ,
,,'18412',INTER CITY EXP ,
,,'18415',BBN PURI EXP   ,
,,'18416',PURI KDJR EXP  ,
,,'18417',RAJYA RANI EXP ,
,,'18418',RAJYA RANI EXP ,
,,'18419',PURI JYG EXP   ,
,,'18420',JYG DBG PURI EX,
,,'18421',PURI AJMER EXP ,
,,'18422',AII PURI EXP   ,
,,'18425',PURI DURG EXP  ,
,,'18426',DURG PURI EXP  ,
,,'18437',BBS BWIP LINK E,
,,'18438',BWIP BBS LINK E,
,,'18447',HIRAKHAND EXP  ,
,,'18448',HIRAKHAND EXP  ,
,,'18449',B NATH DHAM EXP,
,,'18450',B NATH DHAM EXP,
,,'18451',TAPASWINI EXPRE,
,,'18452',TAPASWINI EXPRE,
,,'18463',PRASANTHI EXP  ,
,,'18464',PRASANTHI EXP  ,
,,'18473',PURI JU EXPRESS,
,,'18474',JU PURI EXPRESS,
,,'18477',UTKAL EXPRESS  ,
,,'18478',KALINGAUTKALEXP,
,,'18495',BHUBANESWAR EXP,
,,'18496',BBS RMM EXPRESS,
,,'18501',VSKP GIMB EXP  ,
,,'18502',GIMB VSKP EXP  ,
,,'18503',VSKP  SNSI   EX,
,,'18504',SNSI VSKP EXP  ,
,,'18507',VSKP ASR HKG EX,
,,'18508',HIRAKUND EXP   ,
,,'18509',VSKP NED EXPRES,
,,'18510',NED VSKP EXP   ,
,,'18515',TATA VSKP EXP  ,
,,'18516',VSKP TATA EXP  ,
,,'18517',KRBA VSKP EXP  ,
,,'18518',VSKP KRBA EXPRE,
,,'18519',VSKP LTT EXPRES,
,,'18520',LTT VSKP EXP   ,
,,'18567',VSKP QLN EXP   ,
,,'18568',QLN  VSKP EXP  ,
,,'18573',VSKP BGKT EXP  ,
,,'18574',BGKT VSKP EXP  ,
,,'18603',RNC BGP EXPRESS,
,,'18604',BGP RNC EXPRESS,
,,'18605',RNC  JYG  EXP  ,
,,'18606',JYG RNC EXPRESS,
,,'18609',RNC LTT EXPRESS,
,,'18610',RANCHI EXPRESS ,
,,'18611',RNC BSB EXPRESS,
,,'18612',BSB RNC EXPRESS,
,,'18615',KRIYA YOGA EXP ,
,,'18616',KRIYA YOGA EXP ,
,,'18619',RNC DUMK EXP   ,
,,'18620',DUMK RNC EXPRES,
,,'18621',PATLIPUTRA EXP ,
,,'18622',PATLIPUTRA EXP ,
,,'18623',RJPB HATIA EXP ,
,,'18624',HTE RJPB EXP   ,
,,'18625',PNBE HTE EXPRES,
,,'18626',HTE PNBE EXP   ,
,,'18627',HWH RNC INT EXP,
,,'18628',RNC HWH INT EXP,
,,'18629',RNC NJP EXP    ,
,,'18630',NJP RNC EXPRESS,
,,'18631',RNC GARIBNWAZ E,
,,'18632',RNC GARIB NAWAZ,
,,'18637',HTE YPR EXP    ,
,,'18638',YPR HATIA EXP  ,
,,'18645',EAST COAST EXP ,
,,'18646',EAST COAST EXP ,
,,'18695',IPR RJPB EXPRES,
,,'18696',RJPB IPR EXPRES,
,,'18697',KOSHI EXP      ,
,,'18698',KOSHI EXP      ,
,,'19005',SAURASHTRA MAIL,
,,'19006',SAURASHTRA MAIL,
,,'19011',GUJARAT EXPRESS,
,,'19012',GUJARAT EXPRESS,
,,'19017',SAU JANATA EXP ,
,,'19018',SAU JANATA EXP ,
,,'19019',DEHRADUN EXP   ,
,,'19020',DEHRADUN EXP   ,
,,'19021',BDTS LJN EXPRES,
,,'19022',LJN BDTS EXP   ,
,,'19023',FZR JANATA EXP ,
,,'19024',FZR BCT JANTA  ,
,,'19027',VIVEK EXPRESS  ,
,,'19028',VIVEK EXPRESS  ,
,,'19029',BDTS DEE EXPRES,
,,'19030',DEE BDTS EXP   ,
,,'19031',YOGA EXPRESS   ,
,,'19032',YOGA EXPRESS   ,
,,'19033',GUJARAT QUEEN  ,
,,'19034',GUJARAT QUEEN  ,
,,'19037',AVADH EXPRESS  ,
,,'19038',AVADH EXPRESS  ,
,,'19039',AVADH EXPRESS  ,
,,'19040',AVADH EXPRESS  ,
,,'19045',TAPTI GANGA EXP,
,,'19046',TAPTI GANGA EXP,
,,'19047',ST BHAGALPUR EX,
,,'19048',BGP SURAT EXP  ,
,,'19049',BDTS PATNA EXP ,
,,'19050',PNBE BDTS EXP  ,
,,'19051',SHRAMIK EXPRESS,
,,'19052',BL SHRAMIK EXP ,
,,'19053',ST MFP EXPRESS ,
,,'19054',MFP ST EXPRESS ,
,,'19055',BL JODHPUR EXP ,
,,'19056',JU BL EXPRESS  ,
,,'19057',UDN VARANASI EX,
,,'19058',BSB UDN EXP    ,
,,'19059',JAMNAGAR INTCIT,
,,'19060',SURAT INTERCITY,
,,'19061',RAMNAGAR EXPRES,
,,'19062',RMR BDTS EXP   ,
,,'19065',BDTS BGKT EXP  ,
,,'19066',BGKT BDTS EXP  ,
,,'19107',JANMABHOOMI  EX,
,,'19108',JANMABHOOMI EXP,
,,'19115',BDTS BHUJ EXP  ,
,,'19116',BHUJ BDTS EXP  ,
,,'19131',KUTCH EXPRESS  ,
,,'19132',KUTCH EXPRESS  ,
,,'19165',SABARMATI EXP  ,
,,'19166',SABARMATI EXP  ,
,,'19167',SABARMATI EXP  ,
,,'19168',SABARMATI EXP  ,
,,'19201',SC PBR  EXP    ,
,,'19202',PBR SC EXPRESS ,
,,'19203',BDTS BVC EXP   ,
,,'19204',BVC BDTS EXPRES,
,,'19215',SAURASHTRA EXP ,
,,'19216',SAURASHTRA EXP ,
,,'19221',SOMNATH EXPRESS,
,,'19222',SOMNATH EXPRESS,
,,'19223',ADI JAT EXPRESS,
,,'19224',JAT ADI EXPRESS,
,,'19225',BTI JAT EXP    ,
,,'19226',JAT BTI EXP    ,
,,'19251',SMNH OKHA EXP  ,
,,'19252',OKHA SOMNATH EX,
,,'19259',KCVL BVC EXPRES,
,,'19260',BVC KCVL EXP   ,
,,'19261',PORBANDAR EXP  ,
,,'19262',KOCHUVELI EXP  ,
,,'19263',DELHI SR EXPRES,
,,'19264',DEE PORBNDR EXP,
,,'19269',PBR MOTIHARI EX,
,,'19270',PBR EXPRESS    ,
,,'19301',YESHVANTPUR EXP,
,,'19302',YPR  INDB EXP  ,
,,'19307',CHANDIGARH EXP ,
,,'19308',CDG  INDB  EXP ,
,,'19309',GNC INDORE EXP ,
,,'19310',INDORE GNC EXP ,
,,'19311',PUNE INDORE EXP,
,,'19312',IND PUNE EXPRES,
,,'19313',INDB RJPB  EXP ,
,,'19314',INDORE EXPRESS ,
,,'19321',INDB RJPB EXP  ,
,,'19322',RJPB INDB EXPRE,
,,'19323',INTERCITY EXP  ,
,,'19324',INDB INTERCITY ,
,,'19325',IND AMRITSAR EX,
,,'19326',ASR INDB EXPRES,
,,'19328',UDZ RATLAM EXP ,
,,'19329',UDAIPUR CITY EX,
,,'19330',UDZ INDB EXPRES,
,,'19401',ADI LUCKNOW EXP,
,,'19402',LKO ADI EXP    ,
,,'19403',SULTANPUR EXP  ,
,,'19404',SLN ADI EXP    ,
,,'19407',ADI VARANASI EX,
,,'19408',BSB ADI EXP    ,
,,'19409',GORAKHPUR EXP  ,
,,'19410',GKP ADI EXP    ,
,,'19411',AJMER INTERCITY,
,,'19412',INTERCITY EXP  ,
,,'19413',KOLKATA EXPRESS,
,,'19414',KOAA ADI EXPRES,
,,'19415',ADI SVDK EXPRES,
,,'19416',SVDK ADI EXP   ,
,,'19417',ADI ALD EXPRESS,
,,'19418',ALD ADI EXP    ,
,,'19419',MAS ADI EXPRESS,
,,'19420',ADI CHENNAI EXP,
,,'19421',ADI PNBE EXPRES,
,,'19422',PNBE ADI EXP   ,
,,'19451',GANDHIDHAM EXP ,
,,'19452',BANDRA T EXP   ,
,,'19453',GIMB PURI EXP  ,
,,'19454',PURI GIMB EXP  ,
,,'19565',UTTARANCHAL EXP,
,,'19566',UTTARANCHAL EXP,
,,'19567',VIVEK EXP      ,
,,'19568',VIVEK EXPRESS  ,
,,'19569',OKHA BSB EXPRES,
,,'19570',BSB OKHA EXP   ,
,,'19573',JAIPUR EXPRESS ,
,,'19574',JP OKHA EXP    ,
,,'19575',OKHA  NDT EXP  ,
,,'19576',NDT OKHA EXP   ,
,,'19577',HAPA EXPRESS   ,
,,'19578',HAPA TEN EXPRES,
,,'19579',RJT DEE EXPRESS,
,,'19580',DEE RJT EXP    ,
,,'19601',UDZ NJP EXP    ,
,,'19602',NJP UDZ EXPRESS,
,,'19607',AII WKLY EXP   ,
,,'19608',AII KOAA EXP   ,
,,'19609',AII HW EXP     ,
,,'19610',HW AII EXP     ,
,,'19611',AJMER ASR EXP  ,
,,'19612',ASR AJMER EXP  ,
,,'19613',AJMER ASR EXP  ,
,,'19614',ASR AII EXP    ,
,,'19653',RATLAM AJMER EX,
,,'19654',AII RTM EXP    ,
,,'19659',SHM UDZ EXPRESS,
,,'19660',UDZ SHM EXP    ,
,,'19665',KURJ UDZ EXP   ,
,,'19666',UDZ KURJ EXP   ,
,,'19707',ARAVALI EXPRESS,
,,'19708',ARAVALI EXPRESS,
,,'19709',KAVI GURU EXP  ,
,,'19710',KYQ JP KAVIGURU,
,,'19711',JP BPL EXP     ,
,,'19712',BPL JAIPUR EXP ,
,,'19713',JP SC EXP      ,
,,'19714',SC JP EXP      ,
,,'19715',JP LJN EXP     ,
,,'19716',LJN JP EXP     ,
,,'19717',JP CDG INTERCIT,
,,'19718',CDG JP INTERCIT,
,,'19801',INDB INTERCITY ,
,,'19802',INTERCITY EXP  ,
,,'19803',KOTA JAT EXP   ,
,,'19804',JAT KOTA EXP   ,
,,'19805',KOTA UHP EXPRES,
,,'19806',UHP KOTA EXP   ,
,,'19943',UDZ ADI EXPRESS,
,,'19944',ADI UDZ EXPRESS,
,,'21028',MUMBAI MAIL    ,
,,'21068',SAKET LINK EXP ,
,,'21107',KURJ BSB LINK E,
,,'21108',BSB KURJ LINK E,
,,'21125',INDORE BHIND EX,
,,'21126',BIX INDB EXP   ,
,,'22101',RAJYA RANI EXP ,
,,'22102',RAJYA RANI EXP ,
,,'22103',LTT FD SUP EXP ,
,,'22104',FD LTT SF EXP  ,
,,'22105',INDRAYANI EXP  ,
,,'22106',INDRAYANI EXP  ,
,,'22107',CSTM LATUR EXP ,
,,'22108',LATUR CSTM EXP ,
,,'22109',LTT NZM AC EXP ,
,,'22110',NZM LTT AC EXP ,
,,'22111',BSL NGP SUP EXP,
,,'22112',NGP BSL SUP EXP,
,,'22113',LTT KCVL EXPRES,
,,'22114',KCVL LTT SF EXP,
,,'22115',LTT KRMI AC SUP,
,,'22116',KRMI LTT AC SUP,
,,'22117',KCG DOUBLE DECK,
,,'22118',GNT DOUBLE DECK,
,,'22119',KCG DOUBLE DECK,
,,'22120',TPTY DOUBLE DEC,
,,'22131',GYAN GANGA EXP ,
,,'22132',GYAN GANGA SF  ,
,,'22133',SUR YPR SUP EXP,
,,'22134',SOLAPUR EXP    ,
,,'22149',ERS PUNE EXPRES,
,,'22150',PUNE ERS SUP EX,
,,'22161',RAJYA RANI EXP ,
,,'22162',RAJYA RANI EXP ,
,,'22181',JBP  NZM EXPRES,
,,'22182',NZM JBP SF EXP ,
,,'22183',IND DOUBLE DECK,
,,'22184',HBJ DOUBLE DECK,
,,'22185',IND DOUBLE DECK,
,,'22186',BPL DOUBLE DECK,
,,'22187',INTERCITY EXPRE,
,,'22188',INTERCITY EXPRE,
,,'22201',DURONTO EXPRESS,
,,'22202',DURONTO EXPRESS,
,,'22203',SC DURONTO EXP ,
,,'22204',VSKP DURONTO  E,
,,'22205',MDU DURONTO EXP,
,,'22206',MAS DURONTO EXP,
,,'22207',SUPER AC EXP   ,
,,'22208',SUPER AC EXP   ,
,,'22209',NDLS DURONTO EX,
,,'22210',BCT DURONTO    ,
,,'22213',SHM PNBE DURONT,
,,'22214',DURONTO EXPRESS,
,,'22308',BKN HWH SUPFAST,
,,'22309',HWH NJP AC EXP ,
,,'22310',NJP HWH AC EXP ,
,,'22351',PPTA YPR EXP   ,
,,'22352',PATLIPUTRAEXP  ,
,,'22356',SUVIDHA AC EXP ,
,,'22387',BLACKDIAMOND EX,
,,'22388',BLACKDIAMOND EX,
,,'22401',DEE UHP AC SUP ,
,,'22402',UHP DEE AC SUP ,
,,'22403',PDY NDLS EXPRES,
,,'22404',NDLS PDY EXP   ,
,,'22405',BGP  GARIB RATH,
,,'22406',ANVT BGP G RATH,
,,'22407',BSB ANVT G RATH,
,,'22408',BSB GARIB RATH ,
,,'22409',ANVT GARIB RATH,
,,'22410',GAYA GARIB RATH,
,,'22411',NHLN NDLS AC EX,
,,'22412',NDLS NHLN AC SF,
,,'22443',CNB BDTS SF    ,
,,'22444',BDTS KANPUR EXP,
,,'22447',KURJ NZM EXP   ,
,,'22451',CDG SUP FAST   ,
,,'22452',CDG BDTS SF EXP,
,,'22453',RAJYA RANI EXP ,
,,'22454',RAJYA RANI EXP ,
,,'22455',SNSI KLK SUP EX,
,,'22456',KLK SNSI SF EXP,
,,'22457',NED UHL SF EXP ,
,,'22458',UHL NED SF EXP ,
,,'22461',SHRI SHAKTI EXP,
,,'22462',SHRI SHAKTI EXP,
,,'22464',RJSTHN S KRNTI ,
,,'22471',DEE INTERCITY  ,
,,'22472',BKN INTERCITY  ,
,,'22473',BKN BDTS SF EXP,
,,'22474',BDTS BKN SUP EX,
,,'22475',BKN CBE AC S F ,
,,'22476',BIKANER AC EXP ,
,,'22477',JU JP SF EXP   ,
,,'22478',JP JU SF EXP   ,
,,'22479',JSM BKN EXPRESS,
,,'22480',BKN JSM EXPRESS,
,,'22481',JU DEE SUP     ,
,,'22482',DEE JU SUP     ,
,,'22483',JU GIMB SF EXP ,
,,'22484',JODHPUR EXPRESS,
,,'22487',RDP ANVT LINK E,
,,'22511',KARMABHOOMI EXP,
,,'22512',KARMABHOOMI EXP,
,,'22601',SHIRDI EXPRESS ,
,,'22602',SNSI CHENNAI EX,
,,'22603',KGP VM SF EXP  ,
,,'22604',KHARAGPUR EXP  ,
,,'22605',PRR  VM  EXPRES,
,,'22606',PURULIA EXPRESS,
,,'22607',BANGALORE SF EX,
,,'22608',ERNAKULAM SF EX,
,,'22609',INTERCITY EXP  ,
,,'22610',INTERCITY EXP  ,
,,'22611',MAS NJP EXPRESS,
,,'22612',NJP MAS EXPRESS,
,,'22613',HALDIA EXPRESS ,
,,'22614',HLZ MAS SUP EXP,
,,'22615',TPTY CBE  EXP  ,
,,'22616',TIRUPATHI EXP  ,
,,'22617',TIRUPATHI EXP  ,
,,'22618',TPTY  SBC  EXP ,
,,'22619',BSP TEN EXPRESS,
,,'22620',TEN BILASPUR EX,
,,'22621',RMM CAPE EXP   ,
,,'22622',CAPE RMM EXP   ,
,,'22623',MADURAI EXPRESS,
,,'22624',CHENNAI EXPRESS,
,,'22625',SBC DOUBLE DECK,
,,'22626',MAS DOUBLE DECK,
,,'22627',TIRUNELVELI EXP,
,,'22628',TPJ EXPRESS    ,
,,'22629',DADAR TEN EXP  ,
,,'22630',TEN  DR  EXPRES,
,,'22631',ANUVRATEXPRESS ,
,,'22632',ANUVRAT EXP    ,
,,'22633',NIZAMUDDIN EXP ,
,,'22634',NZM TVC SF EXP ,
,,'22635',MAQ INTERCITY E,
,,'22636',MADGAON EXP    ,
,,'22637',WEST COAST EXP ,
,,'22638',WEST COAST EXP ,
,,'22639',ALLEPPEY EXP   ,
,,'22640',CHENNAI EXPRESS,
,,'22641',SHALIMAR EXP   ,
,,'22642',SHM TVC SF EXP ,
,,'22643',PATNA EXPRESS  ,
,,'22644',PNBE ERS EXPRES,
,,'22645',AHILYANAGARI EX,
,,'22646',AHILYANAGARI EX,
,,'22647',KRBA TVC EXPRES,
,,'22648',KORBA EXPRESS  ,
,,'22649',YERCAUD EXPRESS,
,,'22650',YERCAUD EXP    ,
,,'22651',PALANI EXPRESS ,
,,'22652',PALANI MAS EXP ,
,,'22653',NIZAMUDDIN  EXP,
,,'22654',NZM TVC SF EXP ,
,,'22655',TVC NZM EXPRESS,
,,'22656',NZM TVC SF EXP ,
,,'22679',SVDK PREMIUM EX,
,,'22680',SVDK YPR PREMIU,
,,'22681',CHENNAI EXPRESS,
,,'22682',MYSORE EXPRESS ,
,,'22683',YPR LKO EXP    ,
,,'22684',LKO YPR SUP    ,
,,'22685',YPR  SKRANTIEXP,
,,'22686',YPR S KRANTI EX,
,,'22688',CDG MDU SF EXP ,
,,'22691',RAJDHANI EXP   ,
,,'22692',BANGLORE RJDHNI,
,,'22693',RAJDHANI EXP   ,
,,'22694',BANGLORE RAJDHN,
,,'22695',YPR JP PREMIUM ,
,,'22696',JP YPR PREMIUM ,
,,'22801',VSKP MAS SF EXP,
,,'22802',MAS VSKP  EXP  ,
,,'22803',HWH SBP SUP EXP,
,,'22804',SBP HWH SUP EXP,
,,'22805',BBS NDLS SUP EX,
,,'22806',NDLS BBS SUP EX,
,,'22807',SRC  MAS AC EXP,
,,'22808',MAS SRC AC EXP ,
,,'22809',VSKP SF EXP    ,
,,'22810',PRDP SF EXP    ,
,,'22811',BBS RAJDHANI EX,
,,'22812',BUBNESWR RJDHNI,
,,'22813',SRC  PRDP SF EX,
,,'22814',PRDP SRC SF EXP,
,,'22815',BSP ERS S F EXP,
,,'22816',ERS BILASPUR EX,
,,'22817',HWH MYS EXPRESS,
,,'22818',MYS HOWRAH EXP ,
,,'22823',BBS RAJDHANI EX,
,,'22824',BUBNESWR RJDHNI,
,,'22825',SHM MAS SF EXP ,
,,'22826',MAS SHM EXP    ,
,,'22827',PURI SURAT EXP ,
,,'22828',SURAT PURI EXP ,
,,'22829',BHUJ SHM EXP   ,
,,'22830',SHM BHUJ  SF EX,
,,'22831',HWH SSPN EXPRES,
,,'22832',HOWRAH EXP     ,
,,'22835',SHM PURI SF EXP,
,,'22836',PURI SHM SF EXP,
,,'22843',BSP PNBE EXP   ,
,,'22844',PNBE BSP EXPRES,
,,'22845',PUNE HATIA SUP ,
,,'22846',HTE PUNE EXP   ,
,,'22847',VSKP LTT EXPRES,
,,'22848',LTT VSKP SUP EX,
,,'22849',SHM SC WKLY EXP,
,,'22850',SC  SHM WKLY EX,
,,'22851',MAQ VIVEK EXP  ,
,,'22852',SRC VIVEK EXP  ,
,,'22853',SHM VSKP SF EXP,
,,'22854',VSKP SHM SF EXP,
,,'22855',SRC TPTY SF EXP,
,,'22856',TPTY SRC SUP EX,
,,'22857',SRC ANVT SF EXP,
,,'22858',ANVT SRC SF EXP,
,,'22859',PURI CHENNAI EX,
,,'22860',MAS PURI EXPRES,
,,'22865',LTT PURI SUP EX,
,,'22866',PURI LTT SF EXP,
,,'22869',VSKP MAS SF EXP,
,,'22870',VISAKAPATNAM EX,
,,'22871',BBS TPTY EXPRES,
,,'22872',TPTY BBS  EXP  ,
,,'22873',DGHA VSKP EXP  ,
,,'22874',VSKP DIGHA EXP ,
,,'22875',KGP  PRR  EXRES,
,,'22876',PRR KGP EXP    ,
,,'22877',DGHA PURI EXP  ,
,,'22878',PURI DIGHA EXP ,
,,'22879',BBS TPTY SUP EX,
,,'22880',TPTY BBS  SF EX,
,,'22881',PUNE BBS EXPRES,
,,'22882',BBS PUNE EXP   ,
,,'22883',PURI YPR G RATH,
,,'22884',PURI GARIB RATH,
,,'22889',DGHA PURI SUP E,
,,'22890',PURI DGHA SUP E,
,,'22891',HWH RNC INT EXP,
,,'22892',RNC HWH INT EXP,
,,'22893',SNSI HWH SUP EX,
,,'22894',HWH SNSI EXPRES,
,,'22901',UDZ SUPER FAST ,
,,'22902',UDZ BDTS SUP   ,
,,'22903',BHUJ AC S F EXP,
,,'22904',BDTS AC S F EXP,
,,'22905',OKHA HOWRAH EXP,
,,'22907',MAO HAPA SUP EX,
,,'22908',HAPA MADGAON EX,
,,'22909',BL  PURI S F EX,
,,'22910',PURI VALSAD EXP,
,,'22911',SHIPRA EXPRESS ,
,,'22912',SHIPRA EXP     ,
,,'22915',BDTS HSR SF EXP,
,,'22916',HSR BDTS S F EX,
,,'22917',HARIDWAR EXP   ,
,,'22918',HW BDTS SF EXP ,
,,'22926',PASCHIM EXPRESS,
,,'22927',LOK SHAKTI EXP ,
,,'22928',LOK SHAKTI EXP ,
,,'22931',BDTS JSM EXP   ,
,,'22932',JSM BDTS SF    ,
,,'22933',BDTS JP SF EXP ,
,,'22934',JP BDTS SF EXP ,
,,'22935',BDTS PIT SF EXP,
,,'22936',PIT BDTS SF EXP,
,,'22937',RAJKOT REWA EXP,
,,'22938',REWA RJT SUP EX,
,,'22939',HAPA BSP EXPRES,
,,'22940',BSP HAPA  SF EX,
,,'22941',INBD JAT S F EX,
,,'22942',JAT INDB SF EXP,
,,'22981',KOTA SGNR SF EX,
,,'22982',SGNR KOTA SF   ,
,,'22996',AII BDTS SF EXP,
,,'23010',DOON EXXPRESS  ,
,,'23142',TEESTA TORSA EX,
,,'23154',GOUR EXP       ,
,,'23225',SHC DNR LINK EX,
,,'23226',DNR SHC LINK EX,
,,'23346',SKTN BSB INTER ,
,,'23347',SGRL PNBE LNK E,
,,'23348',PNBE SGRL LNK E,
,,'24042',MUSSOORIE EXP  ,
,,'24227',VARUNA EXPRESS ,
,,'24228',VARUNA EXP     ,
,,'24369',TRIBENI EXPRESS,
,,'24370',TRIVENI EXP    ,
,,'24512',KRJ ALD LINK EX,
,,'24887',HW BME LINK EXP,
,,'24888',BME HW LINK EXP,
,,'25014',CORBET PRK LINK,
,,'25036',RMR DLI LINK EX,
,,'25631',BKN GHY EXPRESS,
,,'25910',NTSK JIVACHH LI,
,,'28182',KIR TATA LNK EX,
,,'28242',CHRM DURG PAS E,
,,'28624',BARKA RJPB EXP ,
,,'29019',MDS KOTA MTC EX,
,,'29020',DEHRADUN EXPRES,
,,'29059',HAPA INTERCITY ,
,,'29060',SURAT INTERCITY,
,,'50103',RATNAGIRI PASS ,
,,'50104',RN DADAR PASS  ,
,,'50105',DIVA SWV PASS  ,
,,'50106',SWV DIVA PASS  ,
,,'51027',FAST PASSENGER ,
,,'51028',FAST PASSENGER ,
,,'51029',BB BJP FAST PAS,
,,'51030',BJP BB FAST PAS,
,,'51033',SHIRDI FAST PAS,
,,'51034',CSTM FAST PASS ,
,,'51118',DHI CSN PASS   ,
,,'51196',BPQ WR PASS    ,
,,'51401',PUNE MMR PASS  ,
,,'51402',MMR PUNE PASS  ,
,,'51421',PUNE NZB PASS  ,
,,'51422',NZB PUNE PASS  ,
,,'51433',NZB PVR PASS   ,
,,'51434',PVR NZB PASS   ,
,,'51450',SUR PUNE PASS  ,
,,'51451',PUNE BRMT PASS ,
,,'51452',BRMT PUNE PAS  ,
,,'51455',PUNE SUR PASS  ,
,,'51701',JBP REWA PASS  ,
,,'51702',REWA JBP PASS  ,
,,'51753',REWA CHRM F PAS,
,,'51754',CHRM REWA F PGR,
,,'52075',MJ MVJ PASS    ,
,,'52076',MVJ MJ PASS    ,
,,'52228',TPU ASH EXPRESS,
,,'52451',SHIVALK DLX EXP,
,,'52452',SHIVALK DLX EXP,
,,'52453',KALKA SIMLA EXP,
,,'52454',SML KLK EXPRESS,
,,'52455',HIMALYAN QUEEN ,
,,'52456',HIMALYAN  QUEEN,
,,'52457',KLK SML PASS   ,
,,'52458',SML KLK PASS   ,
,,'52544',DJ KGN NG TRAIN,
,,'52545',KGN DJ NG TRAIN,
,,'52546',JOYRIDE DIESEL ,
,,'52547',JOYRIDE STEAM  ,
,,'52548',JOYRIDE STEAM  ,
,,'52549',JOYRIDE STEAM  ,
,,'52551',JUNGLE SAFARI  ,
,,'52570',RED PANDA      ,
,,'52571',RED PANDA      ,
,,'52572',HIMALAYAN WHEEL,
,,'52573',HIMALAYAN WHEEL,
,,'52574',JOYRIDE DIESEL ,
,,'52575',JOYRIDE DIESEL ,
,,'52587',KGN DJ NG TRAIN,
,,'52588',DJ KGN NG TRAIN,
,,'52973',UJN AK F PASS  ,
,,'52974',AK UJN FAST PAS,
,,'52993',MHOW AK FAST PA,
,,'52994',AK MHOW  F  PAS,
,,'53003',HWH MLDT F PASS,
,,'53004',MLDT HWH F PAS ,
,,'53047',VISWAVARATI PAS,
,,'53048',VISWABHARTI PAS,
,,'53049',HWH MKA PAS    ,
,,'53050',MKA HWH  PASS  ,
,,'53139',KOAA JSME PGS  ,
,,'53140',JSME KOAA PGS  ,
,,'53172',LGL SDAH PASS  ,
,,'53175',SDAH LGL PGR   ,
,,'53178',LGL SDAH PASS  ,
,,'53181',LALGOLA PASS   ,
,,'53520',GRD LINK PAS EX,
,,'54075',SPC DELHI PASS ,
,,'54076',SITAPURCITY PAS,
,,'54077',BE DLI PSNGR   ,
,,'54078',DLI BE PASSENGR,
,,'54253',PYG LKO PASS   ,
,,'54254',LKO PYG PASS   ,
,,'54601',HSR ASR PSNGR  ,
,,'54602',ASR HSR PASNGER,
,,'54701',BTI LGH PASNGER,
,,'54702',LGH ABS PASNGER,
,,'54703',ABS JU PASSENGR,
,,'54704',JU BTI PASENGER,
,,'54801',JU AII FAST PAS,
,,'54802',AII JU FAST PAS,
,,'54805',JAIPUR PASSENGE,
,,'54806',JP ADI PASSNGER,
,,'54811',BPL JU PASS    ,
,,'54812',JU BPL PASS    ,
,,'54833',JP HSR PASS    ,
,,'54834',HSR JP PASS    ,
,,'55149',GKP MUV PASS   ,
,,'55150',MUV GKP PASS   ,
,,'55322',RMR BSB EXPRESS,
,,'55601',KYQ LMG PASS   ,
,,'55602',LMG KYQ PASS   ,
,,'56101',CHENNAI EXPRESS,
,,'56136',MTP UAM PASSR  ,
,,'56137',UAM MTP PASSR  ,
,,'56138',ONR UAM PASSR  ,
,,'56139',UAM ONR PASSR  ,
,,'56213',TIRUPATI PASSR ,
,,'56214',TPTY CMNR PASS ,
,,'56263',BANGALORE PASSR,
,,'56264',MYSORE PASS    ,
,,'56501',HUBLI PASS     ,
,,'56502',UBL BZA PASSR  ,
,,'56503',VIJAYAWADA PASS,
,,'56504',BZA BNC PASS   ,
,,'56640',MADGAON PASSR  ,
,,'56641',MAO MAQ PASS   ,
,,'56700',PUNALUR PASS   ,
,,'56701',MADURAI PASSR  ,
,,'56903',SUR DHARWAR PAS,
,,'56904',DWR SUR PASSENG,
,,'56909',HOSPET PASSR   ,
,,'56910',SBC FAST PSGN  ,
,,'56912',SBC FAST PSGN  ,
,,'57129',BOLARUM PASSR  ,
,,'57130',HYB BJP PSGR   ,
,,'57229',MTM VSKP PASSR ,
,,'57230',VSKP MTM PASS  ,
,,'57257',KAKINADA PSGR  ,
,,'57258',TIRUPATI PSGR  ,
,,'57264',NS VSKP PASSR  ,
,,'57265',VSKP NS PASS   ,
,,'57271',RAYAGADA PSGNR ,
,,'57272',RGDA BZA PASS  ,
,,'57273',UBL TIRUPATI PA,
,,'57274',TPTY UBL PASS  ,
,,'57305',KCGGNT PASS    ,
,,'57306',GNT KCG  PASS  ,
,,'57477',TPTY GTL PASS  ,
